date,vu_total,vu_men,vu_women,vu_orcid,vu_works,vu_men_works,vu_women_works
2021-09-17,5547,3029,2273,2126,32398,24200,10307
2021-09-18,5547,3029,2273,2126,32399,24201,10307
2021-09-19,5547,3029,2273,2126,32400,24201,10308
2021-09-20,5547,3029,2273,2126,32400,24201,10308
2021-09-21,5547,3029,2273,2126,32401,24201,10309
2021-09-22,5547,3029,2273,2126,32401,24201,10309
2021-09-23,5547,3029,2273,2126,32401,24201,10309
2021-09-24,5547,3029,2273,2126,32404,24204,10309
2021-09-25,5547,3029,2273,2126,32588,24391,10309
2021-09-26,5547,3029,2273,2126,32588,24391,10309
2021-09-27,5547,3029,2273,2126,32588,24391,10309
2021-09-28,5547,3029,2273,2126,32611,24414,10309
2021-09-29,5547,3029,2273,2126,32630,24433,10309
2021-09-30,5547,3029,2273,2126,32631,24433,10310
2021-10-01,5547,3029,2273,2126,32631,24433,10310
2021-10-02,5547,3029,2273,2127,32637,24433,10317
2021-10-03,5547,3029,2273,2127,32637,24433,10317
2021-10-04,5547,3029,2273,2128,32654,24433,10334
2021-10-05,5547,3029,2273,2128,32654,24433,10334
2021-10-06,5547,3029,2273,2128,32689,24447,10355
2021-10-07,5547,3029,2273,2128,32701,24447,10367
2021-10-08,5547,3030,2273,2128,32701,24447,10367
2021-10-09,5547,3030,2273,2128,32701,24447,10367
2021-10-10,5547,3030,2273,2129,32702,24448,10367
2021-10-11,5547,3030,2273,2129,32703,24448,10368
2021-10-12,5547,3030,2273,2129,32703,24448,10368
2021-10-13,5547,3030,2273,2129,32703,24448,10368
2021-10-14,5547,3030,2273,2129,32742,24487,10368
2021-10-15,5547,3030,2273,2129,32742,24487,10368
2021-10-16,5547,3030,2273,2129,32742,24487,10368
2021-10-17,5547,3030,2273,2129,32742,24487,10368
2021-10-18,5547,3030,2273,2129,32742,24487,10368
2021-10-19,5547,3030,2273,2129,32742,24487,10368
2021-10-20,5547,3030,2273,2129,32742,24487,10368
2021-10-21,5547,3030,2273,2129,32742,24487,10368
2021-10-22,5547,3030,2273,2129,32742,24487,10368
2021-10-23,5547,3030,2273,2129,32742,24487,10368
2021-10-24,5547,3030,2273,2129,32742,24487,10368
2021-10-25,5547,3030,2273,2129,32742,24487,10368
2021-10-26,5547,3030,2273,2129,32742,24487,10368
2021-10-27,5547,3030,2273,2129,32742,24487,10368
2021-10-28,5547,3030,2273,2129,32742,24487,10368
2021-10-29,5547,3030,2273,2129,32742,24487,10368
2021-10-30,5547,3030,2273,2129,32743,24488,10368
2021-10-31,5547,3030,2273,2129,32743,24488,10368
2021-11-01,5547,3030,2273,2129,32743,24488,10368
2021-11-02,5547,3030,2273,2129,32743,24488,10368
2021-11-03,5547,3030,2273,2129,32743,24488,10368
2021-11-04,5547,3030,2273,2129,32744,24488,10369
2021-11-05,5547,3030,2273,2130,32744,24488,10369
2021-11-06,5547,3030,2273,2130,33001,24675,10439
2021-11-07,5547,3030,2273,2130,33001,24675,10439
2021-11-08,5547,3030,2273,2130,33002,24676,10439
2021-11-09,5547,3030,2273,2130,33002,24676,10439
2021-11-10,5547,3030,2273,2130,33002,24676,10439
2021-11-11,5547,3030,2273,2131,33020,24706,10439
2021-11-12,5547,3030,2273,2131,33030,24716,10439
2021-11-13,5547,3030,2273,2131,33030,24716,10439
2021-11-14,5547,3030,2273,2131,33030,24716,10439
2021-11-15,5547,3030,2273,2131,33030,24716,10439
2021-11-16,5547,3030,2273,2131,33030,24716,10439
2021-11-17,5547,3030,2273,2131,33030,24716,10439
2021-11-18,5547,3030,2273,2131,33031,24717,10439
2021-11-19,5547,3030,2273,2131,33031,24717,10439
2021-11-20,5547,3030,2273,2131,33031,24717,10439
2021-11-21,5547,3030,2273,2131,33031,24717,10439
2021-11-22,5547,3030,2273,2131,33031,24717,10439
2021-11-23,5547,3030,2273,2131,33031,24717,10439
2021-11-24,5547,3030,2273,2131,33031,24717,10439
2021-11-25,5547,3030,2273,2131,33046,24732,10439
2021-11-26,5547,3030,2273,2131,33047,24733,10439
2021-11-27,5547,3030,2273,2131,33047,24733,10439
2021-11-28,5546,3030,2272,2131,33047,24733,10439
2021-11-29,5546,3030,2272,2131,33047,24733,10439
2021-11-30,5546,3030,2272,2131,33051,24733,10443
2021-12-01,5546,3030,2272,2131,33052,24734,10443
2021-12-02,5546,3030,2272,2131,33052,24734,10443
2021-12-03,5546,3030,2272,2131,33053,24735,10443
2021-12-04,5546,3030,2272,2131,33140,24822,10443
2021-12-05,5546,3030,2272,2131,33140,24822,10443
2021-12-06,5546,3030,2272,2131,33140,24822,10443
2021-12-07,5546,3030,2272,2131,33181,24884,10443
2021-12-08,5546,3030,2272,2131,33181,24884,10443
2021-12-09,5546,3030,2272,2131,33181,24884,10443
2021-12-10,5546,3030,2272,2131,33181,24884,10443
2021-12-11,5546,3030,2272,2131,33181,24884,10443
2021-12-12,5546,3030,2272,2131,33181,24884,10443
2021-12-13,5546,3030,2272,2131,33181,24884,10443
2021-12-14,5546,3030,2272,2131,33181,24884,10443
2021-12-15,5546,3030,2272,2131,33181,24884,10443
2021-12-16,5546,3030,2272,2131,33181,24884,10443
2021-12-17,5546,3030,2272,2131,33181,24884,10443
2021-12-18,5546,3030,2272,2131,33181,24884,10443
2021-12-19,5546,3030,2272,2131,33181,24884,10443
2021-12-20,5546,3030,2272,2131,33182,24885,10443
2021-12-21,5546,3030,2272,2131,33182,24885,10443
2021-12-22,5546,3030,2272,2131,33182,24885,10443
2021-12-23,5546,3030,2272,2131,33182,24885,10443
2021-12-24,5546,3030,2272,2131,33182,24885,10443
2021-12-25,5546,3030,2272,2131,33182,24885,10443
